slug,window_ts,window_time,resolution,num_trades,window_trades,total_volume,implied_up_4m,trades_4m,implied_up_3m,trades_3m,implied_up_2m,trades_2m,implied_up_1m,trades_1m,implied_up_30s,trades_30s
btc-updown-5m-1772893800,1772893800,2026-03-07 14:30,UP,1000,794,36088.65,,0,,0,,0,0.6468,262,0.7091,794
btc-updown-5m-1772894100,1772894100,2026-03-07 14:35,UP,1000,940,83526.27,,0,,0,,0,0.9527,899,0.9844,262
btc-updown-5m-1772894400,1772894400,2026-03-07 14:40,DOWN,1000,885,36120.47,,0,,0,,0,0.1490,538,0.1077,712
btc-updown-5m-1772894700,1772894700,2026-03-07 14:45,UP,1000,698,41067.36,,0,,0,,0,0.4032,83,0.6999,698
btc-updown-5m-1772895000,1772895000,2026-03-07 14:50,UP,1000,765,37748.48,,0,,0,,0,0.5749,406,0.6452,765
btc-updown-5m-1772895300,1772895300,2026-03-07 14:55,DOWN,1000,834,48075.58,,0,,0,,0,0.5097,282,0.1861,715
btc-updown-5m-1772895600,1772895600,2026-03-07 15:00,DOWN,1000,769,35683.53,,0,,0,,0,0.4783,197,0.3417,769
btc-updown-5m-1772895900,1772895900,2026-03-07 15:05,UP,1000,741,46303.49,,0,,0,,0,0.6643,293,0.7265,737
btc-updown-5m-1772896200,1772896200,2026-03-07 15:10,DOWN,1000,845,133883.40,,0,,0,,0,0.0850,334,0.0452,845
btc-updown-5m-1772896500,1772896500,2026-03-07 15:15,DOWN,1000,538,153708.63,,0,,0,,0,,0,0.9513,538
btc-updown-5m-1772896800,1772896800,2026-03-07 15:20,UP,1000,894,125751.97,,0,,0,,0,0.9265,518,0.9510,702
btc-updown-5m-1772897100,1772897100,2026-03-07 15:25,DOWN,1000,581,54550.76,,0,,0,,0,0.2093,128,0.1886,581
btc-updown-5m-1772897400,1772897400,2026-03-07 15:30,UP,1000,863,79816.01,,0,,0,,0,0.8805,237,0.9600,863
btc-updown-5m-1772897700,1772897700,2026-03-07 15:35,DOWN,1000,937,75040.43,,0,,0,,0,0.0432,895,0.0149,509
btc-updown-5m-1772898000,1772898000,2026-03-07 15:40,UP,1000,764,38452.68,,0,,0,,0,0.6608,349,0.6295,764
btc-updown-5m-1772898300,1772898300,2026-03-07 15:45,UP,1000,696,51129.83,,0,,0,,0,,0,0.5980,696
btc-updown-5m-1772898600,1772898600,2026-03-07 15:50,UP,1000,909,68609.00,,0,,0,,0,0.8910,602,0.9687,733
btc-updown-5m-1772898900,1772898900,2026-03-07 15:55,DOWN,1000,751,34901.51,,0,,0,,0,0.6852,168,0.3819,751
btc-updown-5m-1772899200,1772899200,2026-03-07 16:00,DOWN,1000,794,38970.02,,0,,0,,0,0.4444,338,0.2636,794
btc-updown-5m-1772899500,1772899500,2026-03-07 16:05,UP,1000,898,50738.05,,0,,0,,0,0.8834,379,0.9197,898
btc-updown-5m-1772899800,1772899800,2026-03-07 16:10,UP,1000,458,1012831.29,,0,,0,,0,0.7800,74,0.8708,458
btc-updown-5m-1772900100,1772900100,2026-03-07 16:15,DOWN,1000,957,67071.38,,0,,0,0.0399,623,0.0128,221,0.0072,173
btc-updown-5m-1772900400,1772900400,2026-03-07 16:20,DOWN,1000,697,58076.50,,0,,0,,0,,0,0.4710,697
btc-updown-5m-1772900700,1772900700,2026-03-07 16:25,DOWN,1000,785,49213.11,,0,,0,,0,0.6629,163,0.4763,785
btc-updown-5m-1772901000,1772901000,2026-03-07 16:30,UP,1000,752,44252.71,,0,,0,,0,0.8127,167,0.6451,752
btc-updown-5m-1772901300,1772901300,2026-03-07 16:35,DOWN,1000,711,128297.87,,0,,0,,0,,0,0.7689,711
btc-updown-5m-1772901600,1772901600,2026-03-07 16:40,UP,1000,803,39335.95,,0,,0,,0,0.6192,377,0.7552,803
btc-updown-5m-1772901900,1772901900,2026-03-07 16:45,UP,1000,299,824104.18,,0,,0,,0,,0,0.4459,299
btc-updown-5m-1772902200,1772902200,2026-03-07 16:50,UP,1000,681,57047.54,,0,,0,,0,0.7317,155,0.5572,681
btc-updown-5m-1772902500,1772902500,2026-03-07 16:55,DOWN,1000,648,160068.58,,0,,0,,0,0.7443,17,0.5034,648
btc-updown-5m-1772902800,1772902800,2026-03-07 17:00,UP,1000,908,72168.31,,0,,0,,0,0.9062,360,0.9477,774
btc-updown-5m-1772903100,1772903100,2026-03-07 17:05,DOWN,1000,743,84473.57,,0,,0,,0,0.3459,233,0.3981,743
btc-updown-5m-1772903400,1772903400,2026-03-07 17:10,DOWN,1000,818,43258.17,,0,,0,,0,0.4599,396,0.3622,779
btc-updown-5m-1772903700,1772903700,2026-03-07 17:15,DOWN,1000,793,46104.57,,0,,0,,0,0.2216,508,0.2220,616
btc-updown-5m-1772904000,1772904000,2026-03-07 17:20,UP,1000,938,86199.96,,0,,0,0.9811,422,0.9883,268,0.9881,347
btc-updown-5m-1772904300,1772904300,2026-03-07 17:25,DOWN,1000,717,47008.56,,0,,0,,0,0.3774,227,0.3145,717
btc-updown-5m-1772904600,1772904600,2026-03-07 17:30,DOWN,1000,796,45266.78,,0,,0,,0,0.2860,379,0.2096,652
btc-updown-5m-1772904900,1772904900,2026-03-07 17:35,UP,1000,558,49721.17,,0,,0,,0,0.3749,41,0.4942,558
btc-updown-5m-1772905200,1772905200,2026-03-07 17:40,UP,1000,782,36193.68,,0,,0,0.6801,2,0.6961,458,0.7497,550
btc-updown-5m-1772905500,1772905500,2026-03-07 17:45,UP,1000,254,34746.23,,0,,0,,0,,0,0.6115,254
btc-updown-5m-1772905800,1772905800,2026-03-07 17:50,DOWN,1000,716,101412.32,,0,,0,,0,0.5161,204,0.5891,716
btc-updown-5m-1772906100,1772906100,2026-03-07 17:55,DOWN,1000,913,73290.42,,0,,0,,0,0.0556,560,0.0322,694
btc-updown-5m-1772906400,1772906400,2026-03-07 18:00,DOWN,1000,955,112622.23,,0,,0,0.0180,546,0.0122,381,0.0091,118
btc-updown-5m-1772906700,1772906700,2026-03-07 18:05,UP,1000,777,37128.70,,0,,0,,0,0.4587,327,0.5987,723
btc-updown-5m-1772907000,1772907000,2026-03-07 18:10,UP,1000,807,34654.14,,0,,0,,0,0.6973,319,0.6318,807
btc-updown-5m-1772907300,1772907300,2026-03-07 18:15,DOWN,1000,714,48187.03,,0,,0,,0,,0,0.3593,714
btc-updown-5m-1772907600,1772907600,2026-03-07 18:20,UP,1000,862,55269.44,,0,,0,,0,0.8117,293,0.9049,862
btc-updown-5m-1772907900,1772907900,2026-03-07 18:25,UP,1000,469,175217.34,,0,,0,,0,,0,0.0752,469
btc-updown-5m-1772908200,1772908200,2026-03-07 18:30,DOWN,1000,925,97627.41,,0,,0,,0,0.0353,877,0.0129,355
btc-updown-5m-1772908500,1772908500,2026-03-07 18:35,UP,1000,872,41483.86,,0,,0,,0,0.7770,204,0.8779,872
btc-updown-5m-1772908800,1772908800,2026-03-07 18:40,UP,1000,916,38816.23,,0,,0,0.7407,36,0.8364,521,0.9397,722
btc-updown-5m-1772909100,1772909100,2026-03-07 18:45,DOWN,1000,585,56509.35,,0,,0,,0,,0,0.5148,585
btc-updown-5m-1772909400,1772909400,2026-03-07 18:50,DOWN,1000,941,46446.78,,0,,0,0.1171,302,0.0776,463,0.0370,476
btc-updown-5m-1772909700,1772909700,2026-03-07 18:55,DOWN,1000,840,47984.14,,0,,0,,0,0.1594,276,0.1132,840
btc-updown-5m-1772910000,1772910000,2026-03-07 19:00,DOWN,1000,902,42788.52,,0,,0,,0,0.1370,550,0.0594,599
btc-updown-5m-1772910300,1772910300,2026-03-07 19:05,DOWN,1000,683,98150.76,,0,,0,,0,0.5166,36,0.4222,683
btc-updown-5m-1772910600,1772910600,2026-03-07 19:10,DOWN,1000,671,57519.80,,0,,0,,0,0.6887,155,0.5882,671
btc-updown-5m-1772910900,1772910900,2026-03-07 19:15,DOWN,1000,0,19434.22,,0,,0,,0,,0,,0
btc-updown-5m-1772911200,1772911200,2026-03-07 19:20,DOWN,1000,0,7746.44,,0,,0,,0,,0,,0
btc-updown-5m-1772911500,1772911500,2026-03-07 19:25,DOWN,1000,956,56914.65,,0,,0,,0,0.0373,900,0.0178,275
btc-updown-5m-1772911800,1772911800,2026-03-07 19:30,UP,1000,644,73586.43,,0,,0,,0,0.6969,64,0.7011,644
btc-updown-5m-1772912100,1772912100,2026-03-07 19:35,UP,1000,907,57783.27,,0,,0,,0,0.8198,307,0.8871,907
btc-updown-5m-1772912400,1772912400,2026-03-07 19:40,DOWN,1000,912,46544.46,,0,,0,,0,0.0892,600,0.0520,912
btc-updown-5m-1772912700,1772912700,2026-03-07 19:45,DOWN,1000,813,46667.82,,0,,0,,0,0.3993,11,0.1994,813
btc-updown-5m-1772913000,1772913000,2026-03-07 19:50,DOWN,1000,877,101009.82,,0,,0,,0,0.0395,329,0.0213,877
btc-updown-5m-1772913300,1772913300,2026-03-07 19:55,UP,1000,777,51543.77,,0,,0,,0,0.8100,250,0.8566,777
btc-updown-5m-1772913600,1772913600,2026-03-07 20:00,UP,1000,899,63530.36,,0,,0,,0,0.9548,705,0.9649,899
btc-updown-5m-1772913900,1772913900,2026-03-07 20:05,UP,1000,570,59324.07,,0,,0,,0,,0,0.5352,570
btc-updown-5m-1772914200,1772914200,2026-03-07 20:10,UP,1000,881,50538.41,,0,,0,,0,0.8875,467,0.9424,697
btc-updown-5m-1772914500,1772914500,2026-03-07 20:15,UP,1000,797,36507.89,,0,,0,,0,0.7610,323,0.8497,797
btc-updown-5m-1772914800,1772914800,2026-03-07 20:20,UP,1000,564,65464.24,,0,,0,,0,,0,0.6772,564
btc-updown-5m-1772915100,1772915100,2026-03-07 20:25,DOWN,1000,795,43734.91,,0,,0,,0,0.6129,40,0.2699,795
btc-updown-5m-1772915400,1772915400,2026-03-07 20:30,UP,1000,844,40759.82,,0,,0,,0,0.8760,461,0.9113,844
btc-updown-5m-1772915700,1772915700,2026-03-07 20:35,UP,1000,962,60648.97,,0,,0,0.8895,470,0.9828,463,0.9906,105
btc-updown-5m-1772916000,1772916000,2026-03-07 20:40,UP,1000,739,35567.42,,0,,0,,0,0.6703,405,0.6876,697
btc-updown-5m-1772916300,1772916300,2026-03-07 20:45,DOWN,1000,195,117374.20,,0,,0,,0,,0,0.2757,195
btc-updown-5m-1772916600,1772916600,2026-03-07 20:50,UP,1000,849,53620.54,,0,,0,,0,0.4106,188,0.7497,849
btc-updown-5m-1772916900,1772916900,2026-03-07 20:55,DOWN,1000,715,49412.42,,0,,0,,0,0.1051,52,0.1886,715
btc-updown-5m-1772917200,1772917200,2026-03-07 21:00,UP,1000,682,69448.99,,0,,0,,0,0.7391,149,0.7737,682
btc-updown-5m-1772917500,1772917500,2026-03-07 21:05,UP,1000,718,48811.65,,0,,0,,0,,0,0.7553,718
btc-updown-5m-1772917800,1772917800,2026-03-07 21:10,DOWN,1000,912,45651.26,,0,,0,,0,0.1449,533,0.0651,912
btc-updown-5m-1772918100,1772918100,2026-03-07 21:15,DOWN,1000,666,54647.64,,0,,0,,0,,0,0.3687,666
btc-updown-5m-1772918400,1772918400,2026-03-07 21:20,UP,1000,920,45633.74,,0,,0,,0,0.8378,494,0.9142,807
btc-updown-5m-1772918700,1772918700,2026-03-07 21:25,UP,1000,745,51243.97,,0,,0,,0,,0,0.1987,745
btc-updown-5m-1772919000,1772919000,2026-03-07 21:30,DOWN,1000,687,41178.29,,0,,0,,0,,0,0.4764,687
btc-updown-5m-1772919300,1772919300,2026-03-07 21:35,DOWN,1000,946,64637.76,,0,,0,,0,0.0531,683,0.0592,683
btc-updown-5m-1772919600,1772919600,2026-03-07 21:40,UP,1000,852,42301.33,,0,,0,,0,0.8078,60,0.8392,852
btc-updown-5m-1772919900,1772919900,2026-03-07 21:45,DOWN,1000,583,86400.93,,0,,0,,0,0.4337,138,0.4365,583
btc-updown-5m-1772920200,1772920200,2026-03-07 21:50,UP,1000,792,39675.93,,0,,0,,0,0.4983,245,0.7584,792
btc-updown-5m-1772920500,1772920500,2026-03-07 21:55,UP,1000,928,77955.39,,0,,0,0.8998,14,0.9140,707,0.9524,676
btc-updown-5m-1772920800,1772920800,2026-03-07 22:00,DOWN,1000,832,44887.61,,0,,0,,0,0.4023,282,0.1829,832
btc-updown-5m-1772921100,1772921100,2026-03-07 22:05,DOWN,1000,649,35345.60,,0,,0,,0,,0,0.0553,649
btc-updown-5m-1772921400,1772921400,2026-03-07 22:10,DOWN,1000,888,43284.14,,0,,0,,0,0.2249,382,0.1128,888
btc-updown-5m-1772921700,1772921700,2026-03-07 22:15,UP,1000,656,72883.70,,0,,0,,0,,0,0.6920,656
btc-updown-5m-1772922000,1772922000,2026-03-07 22:20,DOWN,1000,937,41417.19,,0,,0,0.2120,235,0.0657,517,0.0326,501
btc-updown-5m-1772922300,1772922300,2026-03-07 22:25,DOWN,1000,911,51020.81,,0,,0,,0,0.2361,371,0.0961,911
btc-updown-5m-1772922600,1772922600,2026-03-07 22:30,DOWN,1000,932,82716.70,,0,,0,,0,0.0450,326,0.0373,932
btc-updown-5m-1772922900,1772922900,2026-03-07 22:35,UP,1000,749,47043.62,,0,,0,,0,0.6184,283,0.6796,749
btc-updown-5m-1772923200,1772923200,2026-03-07 22:40,DOWN,1000,0,758111.89,,0,,0,,0,,0,,0
btc-updown-5m-1772923500,1772923500,2026-03-07 22:45,UP,1000,766,43738.73,,0,,0,,0,0.6205,158,0.7896,766
btc-updown-5m-1772923800,1772923800,2026-03-07 22:50,DOWN,1000,808,37222.10,,0,,0,,0,0.4078,410,0.3286,808
btc-updown-5m-1772924100,1772924100,2026-03-07 22:55,DOWN,1000,596,62506.07,,0,,0,,0,,0,0.0794,596
btc-updown-5m-1772924400,1772924400,2026-03-07 23:00,UP,1000,898,46502.50,,0,,0,,0,0.7703,442,0.8720,877
btc-updown-5m-1772924700,1772924700,2026-03-07 23:05,DOWN,1000,508,91645.23,,0,,0,,0,,0,0.3589,508
btc-updown-5m-1772925000,1772925000,2026-03-07 23:10,UP,1000,787,42685.59,,0,,0,,0,0.6664,363,0.7243,787
btc-updown-5m-1772925300,1772925300,2026-03-07 23:15,DOWN,1000,694,69299.41,,0,,0,,0,0.8087,144,0.7290,694
btc-updown-5m-1772925600,1772925600,2026-03-07 23:20,UP,1000,957,59406.82,,0,,0,0.8377,326,0.9313,517,0.9788,423
btc-updown-5m-1772925900,1772925900,2026-03-07 23:25,DOWN,1000,720,49727.16,,0,,0,,0,0.6537,185,0.5416,720
btc-updown-5m-1772926200,1772926200,2026-03-07 23:30,DOWN,1000,738,67034.66,,0,,0,,0,0.3424,132,0.2989,738
btc-updown-5m-1772926500,1772926500,2026-03-07 23:35,DOWN,1000,747,33947.36,,0,,0,,0,0.1854,344,0.1495,747
btc-updown-5m-1772926800,1772926800,2026-03-07 23:40,UP,1000,760,38897.42,,0,,0,,0,0.3980,228,0.6161,760
btc-updown-5m-1772927100,1772927100,2026-03-07 23:45,DOWN,1000,958,53504.79,,0,,0,0.1123,330,0.0391,462,0.0258,392
btc-updown-5m-1772927400,1772927400,2026-03-07 23:50,UP,1000,799,43767.60,,0,,0,,0,0.7241,344,0.7026,799
btc-updown-5m-1772927700,1772927700,2026-03-07 23:55,DOWN,1000,849,37932.97,,0,,0,,0,0.0504,336,0.0938,849
btc-updown-5m-1772928000,1772928000,2026-03-08 00:00,UP,1000,957,66296.61,,0,,0,0.9310,215,0.9649,638,0.9775,321
btc-updown-5m-1772928300,1772928300,2026-03-08 00:05,UP,1000,756,44460.92,,0,,0,,0,0.6153,224,0.6654,756
btc-updown-5m-1772928600,1772928600,2026-03-08 00:10,DOWN,1000,486,87725.33,,0,,0,,0,0.6412,27,0.6578,486
btc-updown-5m-1772928900,1772928900,2026-03-08 00:15,UP,1000,706,98557.51,,0,,0,,0,0.6363,88,0.4318,706
btc-updown-5m-1772929200,1772929200,2026-03-08 00:20,DOWN,1000,855,37909.37,,0,,0,,0,,0,0.1032,855
btc-updown-5m-1772929500,1772929500,2026-03-08 00:25,DOWN,1000,761,40526.21,,0,,0,,0,0.6098,432,0.4887,688
btc-updown-5m-1772929800,1772929800,2026-03-08 00:30,DOWN,1000,754,43711.79,,0,,0,0.4797,63,0.4088,379,0.3939,535
btc-updown-5m-1772930100,1772930100,2026-03-08 00:35,DOWN,1000,720,44910.57,,0,,0,,0,0.3002,106,0.3129,720
btc-updown-5m-1772930400,1772930400,2026-03-08 00:40,UP,1000,127,61015.28,,0,,0,,0,,0,0.2437,127
btc-updown-5m-1772930700,1772930700,2026-03-08 00:45,DOWN,1000,968,68648.81,,0,,0,0.0729,108,0.0584,794,0.0158,389
btc-updown-5m-1772931000,1772931000,2026-03-08 00:50,UP,1000,700,39035.61,,0,,0,,0,0.4789,49,0.6517,700
btc-updown-5m-1772931300,1772931300,2026-03-08 00:55,DOWN,1000,825,50119.06,,0,,0,,0,0.2704,250,0.2420,825
btc-updown-5m-1772931600,1772931600,2026-03-08 01:00,DOWN,1000,750,42167.54,,0,,0,,0,0.2767,212,0.2302,750
btc-updown-5m-1772931900,1772931900,2026-03-08 01:05,UP,1000,903,108802.02,,0,,0,0.9523,56,0.9496,424,0.9764,634
btc-updown-5m-1772932200,1772932200,2026-03-08 01:10,DOWN,1000,762,44024.50,,0,,0,,0,0.2270,192,0.2842,762
btc-updown-5m-1772932500,1772932500,2026-03-08 01:15,DOWN,1000,794,57644.94,,0,,0,,0,0.2929,453,0.2948,683
btc-updown-5m-1772932800,1772932800,2026-03-08 01:20,DOWN,1000,754,43213.34,,0,,0,,0,0.4840,143,0.3723,754
btc-updown-5m-1772933100,1772933100,2026-03-08 01:25,DOWN,1000,501,60238.30,,0,,0,,0,0.8761,131,0.8484,501
btc-updown-5m-1772933400,1772933400,2026-03-08 01:30,DOWN,1000,945,93073.47,,0,,0,0.1316,31,0.0756,699,0.0194,602
btc-updown-5m-1772933700,1772933700,2026-03-08 01:35,UP,1000,976,58749.15,,0,0.9428,332,0.9757,404,0.9900,219,0.9951,141
btc-updown-5m-1772934000,1772934000,2026-03-08 01:40,UP,1000,947,38064.54,,0,,0,,0,0.9176,725,0.9764,579
btc-updown-5m-1772934300,1772934300,2026-03-08 01:45,UP,1000,875,33947.94,,0,,0,,0,0.5436,466,0.6131,838
btc-updown-5m-1772934600,1772934600,2026-03-08 01:50,UP,1000,908,36302.51,,0,,0,0.5585,3,0.6950,605,0.8892,654
btc-updown-5m-1772934900,1772934900,2026-03-08 01:55,DOWN,1000,942,36792.88,,0,,0,0.1016,389,0.0411,427,0.0199,367
btc-updown-5m-1772935200,1772935200,2026-03-08 02:00,DOWN,1000,915,33595.58,,0,,0,0.2336,134,0.1580,468,0.0818,643
btc-updown-5m-1772935500,1772935500,2026-03-08 02:05,DOWN,1000,928,37976.81,,0,,0,,0,0.0804,430,0.0636,928
btc-updown-5m-1772935800,1772935800,2026-03-08 02:10,UP,1000,865,39484.86,,0,,0,,0,0.6942,418,0.8165,833
btc-updown-5m-1772936100,1772936100,2026-03-08 02:15,DOWN,1000,961,41337.39,,0,,0,,0,0.0878,653,0.0481,961
btc-updown-5m-1772936400,1772936400,2026-03-08 02:20,UP,1000,909,39729.69,,0,,0,,0,0.8332,418,0.9084,804
btc-updown-5m-1772936700,1772936700,2026-03-08 02:25,DOWN,1000,911,56443.22,,0,,0,,0,0.1030,596,0.0724,911
btc-updown-5m-1772937000,1772937000,2026-03-08 02:30,DOWN,1000,923,37883.80,,0,,0,0.1047,200,0.1168,416,0.0730,524
btc-updown-5m-1772937300,1772937300,2026-03-08 02:35,UP,1000,721,46176.58,,0,,0,,0,0.7094,309,0.6419,721
btc-updown-5m-1772937600,1772937600,2026-03-08 02:40,UP,1000,961,81780.66,,0,,0,0.9516,206,0.9368,747,0.9910,46
btc-updown-5m-1772937900,1772937900,2026-03-08 02:45,DOWN,1000,973,171049.42,,0,0.0330,506,0.0146,324,0.0097,51,0.0036,107
btc-updown-5m-1772938200,1772938200,2026-03-08 02:50,DOWN,1000,952,50282.84,,0,,0,0.0341,146,0.0414,567,0.0470,560
btc-updown-5m-1772938500,1772938500,2026-03-08 02:55,DOWN,1000,962,45785.87,,0,,0,,0,0.1039,909,0.0366,635
btc-updown-5m-1772938800,1772938800,2026-03-08 03:00,UP,1000,765,149148.03,,0,,0,,0,0.8340,129,0.6074,765
btc-updown-5m-1772939100,1772939100,2026-03-08 03:05,DOWN,1000,682,73478.63,,0,,0,,0,0.8318,129,0.9055,682
btc-updown-5m-1772939400,1772939400,2026-03-08 03:10,UP,1000,966,46338.06,,0,,0,0.8830,132,0.9170,476,0.9573,598
btc-updown-5m-1772939700,1772939700,2026-03-08 03:15,UP,1000,924,42707.41,,0,,0,0.7615,98,0.7940,343,0.8905,714
btc-updown-5m-1772940000,1772940000,2026-03-08 03:20,UP,1000,841,41916.24,,0,,0,,0,0.7160,346,0.7175,841
btc-updown-5m-1772940300,1772940300,2026-03-08 03:25,DOWN,1000,789,35929.29,,0,,0,,0,0.5559,346,0.4965,789
btc-updown-5m-1772940600,1772940600,2026-03-08 03:30,UP,1000,680,81372.74,,0,,0,,0,0.4686,110,0.1829,680
btc-updown-5m-1772940900,1772940900,2026-03-08 03:35,DOWN,1000,852,38800.39,,0,,0,,0,0.8327,46,0.5125,852
btc-updown-5m-1772941200,1772941200,2026-03-08 03:40,UP,1000,777,95182.93,,0,,0,,0,0.4668,361,0.5453,777
btc-updown-5m-1772941500,1772941500,2026-03-08 03:45,UP,1000,672,58006.33,,0,,0,,0,0.6951,86,0.7701,672
btc-updown-5m-1772941800,1772941800,2026-03-08 03:50,UP,1000,812,41898.37,,0,,0,,0,0.7873,277,0.6189,796
btc-updown-5m-1772942100,1772942100,2026-03-08 03:55,DOWN,1000,641,55854.48,,0,,0,,0,0.4328,174,0.5164,641
btc-updown-5m-1772942400,1772942400,2026-03-08 04:00,UP,1000,701,33953.22,,0,,0,,0,0.6068,68,0.8614,701
btc-updown-5m-1772942700,1772942700,2026-03-08 04:05,UP,1000,766,57905.09,,0,,0,,0,0.6669,42,0.4269,766
btc-updown-5m-1772943000,1772943000,2026-03-08 04:10,DOWN,1000,833,155454.99,,0,,0,,0,,0,0.5647,833
btc-updown-5m-1772943300,1772943300,2026-03-08 04:15,UP,1000,800,41252.91,,0,,0,,0,0.6052,332,0.7505,800
btc-updown-5m-1772943600,1772943600,2026-03-08 04:20,DOWN,1000,878,49570.96,,0,,0,,0,0.1426,590,0.0805,807
btc-updown-5m-1772943900,1772943900,2026-03-08 04:25,DOWN,1000,701,51173.35,,0,,0,,0,0.3733,227,0.3409,701
btc-updown-5m-1772944200,1772944200,2026-03-08 04:30,DOWN,1000,767,57015.91,,0,,0,,0,0.7101,441,0.7867,579
btc-updown-5m-1772944500,1772944500,2026-03-08 04:35,DOWN,1000,790,56655.58,,0,,0,,0,0.3254,450,0.2959,652
btc-updown-5m-1772944800,1772944800,2026-03-08 04:40,DOWN,1000,820,54421.55,,0,,0,,0,0.2931,181,0.4526,820
btc-updown-5m-1772945100,1772945100,2026-03-08 04:45,DOWN,1000,938,75307.31,,0,,0,,0,0.0576,553,0.0407,716
btc-updown-5m-1772945400,1772945400,2026-03-08 04:50,DOWN,1000,967,75896.38,,0,,0,,0,0.0300,952,0.0184,361
btc-updown-5m-1772945700,1772945700,2026-03-08 04:55,UP,1000,762,49959.18,,0,,0,,0,0.4059,357,0.4160,762
btc-updown-5m-1772946000,1772946000,2026-03-08 05:00,UP,1000,984,54027.68,,0,0.8615,20,0.9502,704,0.9860,243,0.9906,67
btc-updown-5m-1772946300,1772946300,2026-03-08 05:05,UP,1000,984,81213.74,,0,0.9247,183,0.9574,574,0.9894,201,0.9902,63
btc-updown-5m-1772946600,1772946600,2026-03-08 05:10,UP,1000,942,41107.18,,0,,0,,0,0.8912,683,0.9267,884
btc-updown-5m-1772946900,1772946900,2026-03-08 05:15,UP,1000,935,43815.84,,0,,0,,0,0.9467,658,0.9632,879
btc-updown-5m-1772947200,1772947200,2026-03-08 05:20,UP,1000,974,48312.17,,0,,0,0.9608,641,0.9734,316,0.9900,127
btc-updown-5m-1772947500,1772947500,2026-03-08 05:25,DOWN,1000,854,45678.68,,0,,0,,0,0.2393,119,0.1860,854
btc-updown-5m-1772947800,1772947800,2026-03-08 05:30,DOWN,1000,853,40511.92,,0,,0,,0,0.2606,457,0.1554,853
btc-updown-5m-1772948100,1772948100,2026-03-08 05:35,UP,1000,952,43761.49,,0,,0,0.7872,245,0.9475,667,0.9656,255
btc-updown-5m-1772948400,1772948400,2026-03-08 05:40,UP,1000,803,38728.15,,0,,0,,0,0.6843,351,0.7324,742
btc-updown-5m-1772948700,1772948700,2026-03-08 05:45,UP,1000,829,56325.77,,0,,0,,0,0.7968,390,0.8405,713
btc-updown-5m-1772949000,1772949000,2026-03-08 05:50,UP,1000,596,104980.62,,0,,0,,0,0.0513,250,0.0798,596
btc-updown-5m-1772949300,1772949300,2026-03-08 05:55,DOWN,1000,948,68282.85,,0,,0,,0,0.0629,747,0.0289,797
btc-updown-5m-1772949600,1772949600,2026-03-08 06:00,UP,1000,902,76370.49,,0,,0,,0,0.9256,706,0.9590,902
btc-updown-5m-1772949900,1772949900,2026-03-08 06:05,DOWN,1000,838,50768.16,,0,,0,0.2756,155,0.2344,322,0.0938,538
btc-updown-5m-1772950200,1772950200,2026-03-08 06:10,DOWN,1000,965,74546.71,,0,0.1282,78,0.0452,620,0.0097,243,0.0095,98
btc-updown-5m-1772950500,1772950500,2026-03-08 06:15,DOWN,1000,839,51197.26,,0,,0,,0,0.4870,175,0.2351,839
btc-updown-5m-1772950800,1772950800,2026-03-08 06:20,UP,1000,942,47000.48,,0,,0,0.9118,360,0.9435,380,0.9597,405
btc-updown-5m-1772951100,1772951100,2026-03-08 06:25,DOWN,1000,958,39149.06,,0,,0,0.1826,257,0.0460,649,0.0214,517
btc-updown-5m-1772951400,1772951400,2026-03-08 06:30,DOWN,1000,716,123332.34,,0,,0,,0,0.5373,203,0.6592,716
btc-updown-5m-1772951700,1772951700,2026-03-08 06:35,UP,1000,959,56666.15,,0,,0,0.8093,195,0.9464,716,0.9803,518
btc-updown-5m-1772952000,1772952000,2026-03-08 06:40,DOWN,1000,841,39809.02,,0,,0,,0,0.4039,284,0.2892,810
btc-updown-5m-1772952300,1772952300,2026-03-08 06:45,DOWN,1000,849,36749.58,,0,,0,,0,0.5086,452,0.4271,849
btc-updown-5m-1772952600,1772952600,2026-03-08 06:50,UP,1000,752,33246.25,,0,,0,,0,,0,0.6247,752
btc-updown-5m-1772952900,1772952900,2026-03-08 06:55,UP,1000,767,39251.42,,0,,0,,0,0.7408,364,0.7003,767
btc-updown-5m-1772953200,1772953200,2026-03-08 07:00,UP,1000,848,69085.41,,0,,0,,0,,0,0.8743,848
btc-updown-5m-1772953500,1772953500,2026-03-08 07:05,UP,1000,948,40747.14,,0,,0,0.9260,511,0.9690,373,0.9817,232
btc-updown-5m-1772953800,1772953800,2026-03-08 07:10,UP,1000,815,35651.95,,0,,0,,0,0.4758,138,0.7429,815
btc-updown-5m-1772954100,1772954100,2026-03-08 07:15,UP,1000,815,38931.60,,0,,0,,0,0.4546,210,0.7578,815
btc-updown-5m-1772954400,1772954400,2026-03-08 07:20,DOWN,1000,902,47800.44,,0,,0,,0,0.3095,274,0.1177,902
btc-updown-5m-1772954700,1772954700,2026-03-08 07:25,UP,1000,682,63416.70,,0,,0,,0,,0,0.7872,682
btc-updown-5m-1772955000,1772955000,2026-03-08 07:30,UP,1000,669,124581.20,,0,,0,,0,,0,0.0525,669
btc-updown-5m-1772955300,1772955300,2026-03-08 07:35,DOWN,1000,826,68627.50,,0,,0,0.2315,56,0.3330,485,0.3045,477
